  PID  PPID STARTED                          ELAPSED COMMAND
 5254     1 Fri Aug 28 11:34:09 2026     07-06:45:39 /System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService
 5257   682 Fri Aug 28 11:34:09 2026     07-06:45:39 /Applications/Spotify.app/Contents/Frameworks/Spotify Helper.app/Contents/MacOS/Spotify Helper --type=gpu-process --start-stack-profiler --user-data-dir=/Users/goos/Library/Caches/com.spotify.client --log-severity=disable --user-agent-product=Chrome/146.0.7680.179 Spotify/1.2.98.301 --gpu-preferences=SAAAAAAAAAAgAQAEAAAAAAAAAAAAAGAAAwAAAAAAAAAAAAAAAAAAAAIAAAAAAAAAAAAAAAAAAAAQAAAAAAAAABAAAAAAAAAACAAAAAAAAAAIAAAAAAAAAA== --shared-files --metrics-shmem-handle=1752395122,r,12227030937341018509,4830230313082675443,262144 --field-trial-handle=1718379636,r,1107612594053425790,10225417807168791720,262144 --disable-features=AutofillActorMode,BackForwardCache,FullscreenBubbleShowOrigin,GatherProcessRequirementMetrics,GlicActorUi,LensOverlay,MacAppCodeSignClone,PartitionAllocDanglingPtr,PartitionAllocUnretainedDanglingPtr,StorageNotificationService --variations-seed-version --pseudonymization-salt-handle=1935764596,r,11948242793443147012,58723038118425009,4 --trace-process-track-uuid=3190708988185955192 --seatbelt-client=18
 5258   682 Fri Aug 28 11:34:09 2026     07-06:45:39 /Applications/Spotify.app/Contents/Frameworks/Spotify Helper.app/Contents/MacOS/Spotify Helper --type=utility --utility-sub-type=network.mojom.NetworkService --lang=ko --service-sandbox-type=network --start-stack-profiler --user-data-dir=/Users/goos/Library/Caches/com.spotify.client --log-severity=disable --user-agent-product=Chrome/146.0.7680.179 Spotify/1.2.98.301 --shared-files --metrics-shmem-handle=1752395122,r,6673293634033335482,675316238086111783,524288 --field-trial-handle=1718379636,r,1107612594053425790,10225417807168791720,262144 --disable-features=AutofillActorMode,BackForwardCache,FullscreenBubbleShowOrigin,GatherProcessRequirementMetrics,GlicActorUi,LensOverlay,MacAppCodeSignClone,PartitionAllocDanglingPtr,PartitionAllocUnretainedDanglingPtr,StorageNotificationService --variations-seed-version --pseudonymization-salt-handle=1935764596,r,11948242793443147012,58723038118425009,4 --trace-process-track-uuid=3190708989122997041 --seatbelt-client=17
 5260   682 Fri Aug 28 11:34:09 2026     07-06:45:39 /Applications/Spotify.app/Contents/Frameworks/Spotify Helper.app/Contents/MacOS/Spotify Helper --type=utility --utility-sub-type=storage.mojom.StorageService --lang=ko --service-sandbox-type=service --user-data-dir=/Users/goos/Library/Caches/com.spotify.client --log-severity=disable --user-agent-product=Chrome/146.0.7680.179 Spotify/1.2.98.301 --shared-files --metrics-shmem-handle=1752395122,r,520964529372139984,4504144450615834475,524288 --field-trial-handle=1718379636,r,1107612594053425790,10225417807168791720,262144 --disable-features=AutofillActorMode,BackForwardCache,FullscreenBubbleShowOrigin,GatherProcessRequirementMetrics,GlicActorUi,LensOverlay,MacAppCodeSignClone,PartitionAllocDanglingPtr,PartitionAllocUnretainedDanglingPtr,StorageNotificationService --variations-seed-version --pseudonymization-salt-handle=1935764596,r,11948242793443147012,58723038118425009,4 --trace-process-track-uuid=3190708990060038890 --seatbelt-client=34
 5275   682 Fri Aug 28 11:34:10 2026     07-06:45:38 /Applications/Spotify.app/Contents/Frameworks/Spotify Helper (Renderer).app/Contents/MacOS/Spotify Helper (Renderer) --type=renderer --user-data-dir=/Users/goos/Library/Caches/com.spotify.client --log-severity=disable --user-agent-product=Chrome/146.0.7680.179 Spotify/1.2.98.301 --autoplay-policy=no-user-gesture-required --enable-blink-features=DocumentPictureInPictureCefOptions --lang=ko --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=7 --time-ticks-at-unix-epoch=-1787884381749217 --launch-time-ticks=68536413 --shared-files --metrics-shmem-handle=1752395122,r,4392136670676042004,6633570282609680598,2097152 --field-trial-handle=1718379636,r,1107612594053425790,10225417807168791720,262144 --disable-features=AutofillActorMode,BackForwardCache,FullscreenBubbleShowOrigin,GatherProcessRequirementMetrics,GlicActorUi,LensOverlay,MacAppCodeSignClone,PartitionAllocDanglingPtr,PartitionAllocUnretainedDanglingPtr,StorageNotificationService --variations-seed-version --pseudonymization-salt-handle=1935764596,r,11948242793443147012,58723038118425009,4 --trace-process-track-uuid=3190708992871164437 --seatbelt-client=170
 5298   680 Fri Aug 28 11:34:10 2026     07-06:45:38 /Applications/Slack.app/Contents/Frameworks/Slack Helper.app/Contents/MacOS/Slack Helper --type=utility --utility-sub-type=audio.mojom.AudioService --lang=ko --service-sandbox-type=audio --message-loop-type-ui --user-data-dir=/Users/goos/Library/Containers/com.tinyspeck.slackmacgap/Data/Library/Application Support/Slack --standard-schemes=app,slack-webapp-dev --enable-sandbox --secure-schemes=app,slack-webapp-dev,sentry-ipc --bypasscsp-schemes=slack-webapp-dev,sentry-ipc --cors-schemes=slack-webapp-dev,sentry-ipc --fetch-schemes=slack-webapp-dev,sentry-ipc --service-worker-schemes=slack-webapp-dev --shared-files --field-trial-handle=1718379636,r,8541861974582924848,13865407790241208271,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,PdfUseShowSaveFilePicker,ScreenCaptureKitMac,ScreenCaptureKitPickerScreen,ScreenCaptureKitStreamPickerSonoma --disable-features=AllowAggressiveThrottlingWithWebSocket,CalculateNativeWinOcclusion,DropInputEventsWhilePaintHolding,EnableWatermarkView,EnumerateDevicesRelaxedCache,HardwareMediaKeyHandling,IntensiveWakeUpThrottling,LocalNetworkAccessChecks,LogJsConsoleMessages,PostQuantumKyber,RequestInitiatorSiteLockEnfocement,ScreenAIOCREnabled,SkipEmptyDisplayHotplugEvent,SpareRendererForSitePerProcess,TimeoutHangingVideoCaptureStarts,TraceSiteInstanceGetProcessCreation,WebRtcHideLocalIpsWithMdns,WinRetrieveSuggestionsOnlyOnDemand --variations-seed-version --pseudonymization-salt-handle=1935764596,r,12028597572929872797,14241295694692116102,4 --trace-process-track-uuid=3190708990997080739 --seatbelt-client=74
 5299   680 Fri Aug 28 11:34:10 2026     07-06:45:38 /Applications/Slack.app/Contents/Frameworks/Slack Helper.app/Contents/MacOS/Slack Helper --type=utility --utility-sub-type=video_capture.mojom.VideoCaptureService --lang=ko --service-sandbox-type=none --message-loop-type-ui --user-data-dir=/Users/goos/Library/Containers/com.tinyspeck.slackmacgap/Data/Library/Application Support/Slack --standard-schemes=app,slack-webapp-dev --enable-sandbox --secure-schemes=app,slack-webapp-dev,sentry-ipc --bypasscsp-schemes=slack-webapp-dev,sentry-ipc --cors-schemes=slack-webapp-dev,sentry-ipc --fetch-schemes=slack-webapp-dev,sentry-ipc --service-worker-schemes=slack-webapp-dev --shared-files --field-trial-handle=1718379636,r,8541861974582924848,13865407790241208271,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,PdfUseShowSaveFilePicker,ScreenCaptureKitMac,ScreenCaptureKitPickerScreen,ScreenCaptureKitStreamPickerSonoma --disable-features=AllowAggressiveThrottlingWithWebSocket,CalculateNativeWinOcclusion,DropInputEventsWhilePaintHolding,EnableWatermarkView,EnumerateDevicesRelaxedCache,HardwareMediaKeyHandling,IntensiveWakeUpThrottling,LocalNetworkAccessChecks,LogJsConsoleMessages,PostQuantumKyber,RequestInitiatorSiteLockEnfocement,ScreenAIOCREnabled,SkipEmptyDisplayHotplugEvent,SpareRendererForSitePerProcess,TimeoutHangingVideoCaptureStarts,TraceSiteInstanceGetProcessCreation,WebRtcHideLocalIpsWithMdns,WinRetrieveSuggestionsOnlyOnDemand --variations-seed-version --pseudonymization-salt-handle=1935764596,r,12028597572929872797,14241295694692116102,4 --trace-process-track-uuid=3190708991934122588
 5523     1 Fri Aug 28 11:34:11 2026     07-06:45:37 /usr/libexec/metrickitd
 5600   682 Fri Aug 28 11:34:11 2026     07-06:45:37 /Applications/Spotify.app/Contents/Frameworks/Spotify Helper.app/Contents/MacOS/Spotify Helper --type=utility --utility-sub-type=media.mojom.CdmServiceBroker --lang=ko --service-sandbox-type=cdm --user-data-dir=/Users/goos/Library/Caches/com.spotify.client --log-severity=disable --user-agent-product=Chrome/146.0.7680.179 Spotify/1.2.98.301 --shared-files --metrics-shmem-handle=1752395122,r,4804441305981374732,14264398414206191726,524288 --field-trial-handle=1718379636,r,1107612594053425790,10225417807168791720,262144 --disable-features=AutofillActorMode,BackForwardCache,FullscreenBubbleShowOrigin,GatherProcessRequirementMetrics,GlicActorUi,LensOverlay,MacAppCodeSignClone,PartitionAllocDanglingPtr,PartitionAllocUnretainedDanglingPtr,StorageNotificationService --variations-seed-version --pseudonymization-salt-handle=1935764596,r,11948242793443147012,58723038118425009,4 --trace-process-track-uuid=3190708994745248135 --seatbelt-client=184
 5605     1 Fri Aug 28 11:34:11 2026     07-06:45:37 /System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService
 5628   687 Fri Aug 28 11:34:12 2026     07-06:45:36 /Applications/Notion.app/Contents/Frameworks/Notion Helper.app/Contents/MacOS/Notion Helper --type=gpu-process --user-data-dir=/Users/goos/Library/Application Support/Notion --gpu-preferences=SAAAAAAAAAAgAQAEAAAAAAAAAAAAAGAAAwAAAAAAAAAAAAAAAAAAAAIAAAAAAAAAAAAAAAAAAAAQAAAAAAAAABAAAAAAAAAACAAAAAAAAAAIAAAAAAAAAA== --shared-files --field-trial-handle=1718379636,r,6346288271765520623,3093726770137132145,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,MacCatapLoopbackAudioForScreenShare,PdfUseShowSaveFilePicker,ScreenCaptureKitPickerScreen,ScreenCaptureKitStreamPickerSonoma --disable-features=DropInputEventsWhilePaintHolding,LocalNetworkAccessChecks,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TimeoutHangingVideoCaptureStarts,TraceSiteInstanceGetProcessCreation --variations-seed-version --pseudonymization-salt-handle=1935764596,r,7440946758653405362,14396339796538322756,4 --trace-process-track-uuid=3190708988185955192 --seatbelt-client=30
 5629   687 Fri Aug 28 11:34:12 2026     07-06:45:36 /Applications/Notion.app/Contents/Frameworks/Notion Helper.app/Contents/MacOS/Notion Helper --type=utility --utility-sub-type=network.mojom.NetworkService --lang=ko --service-sandbox-type=network --user-data-dir=/Users/goos/Library/Application Support/Notion --shared-files --field-trial-handle=1718379636,r,6346288271765520623,3093726770137132145,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,MacCatapLoopbackAudioForScreenShare,PdfUseShowSaveFilePicker,ScreenCaptureKitPickerScreen,ScreenCaptureKitStreamPickerSonoma --disable-features=DropInputEventsWhilePaintHolding,LocalNetworkAccessChecks,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TimeoutHangingVideoCaptureStarts,TraceSiteInstanceGetProcessCreation --variations-seed-version --pseudonymization-salt-handle=1935764596,r,7440946758653405362,14396339796538322756,4 --trace-process-track-uuid=3190708989122997041 --seatbelt-client=30
 5631   687 Fri Aug 28 11:34:12 2026     07-06:45:36 /Applications/Notion.app/Contents/Frameworks/Notion Helper.app/Contents/MacOS/Notion Helper --type=utility --utility-sub-type=node.mojom.NodeService --lang=ko --service-sandbox-type=none --user-data-dir=/Users/goos/Library/Application Support/Notion --shared-files --field-trial-handle=1718379636,r,6346288271765520623,3093726770137132145,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,MacCatapLoopbackAudioForScreenShare,PdfUseShowSaveFilePicker,ScreenCaptureKitPickerScreen,ScreenCaptureKitStreamPickerSonoma --disable-features=DropInputEventsWhilePaintHolding,LocalNetworkAccessChecks,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TimeoutHangingVideoCaptureStarts,TraceSiteInstanceGetProcessCreation --variations-seed-version --pseudonymization-salt-handle=1935764596,r,7440946758653405362,14396339796538322756,4 --trace-process-track-uuid=3190708990060038890
 5681   687 Fri Aug 28 11:34:12 2026     07-06:45:36 /Applications/Notion.app/Contents/Frameworks/Notion Helper (Renderer).app/Contents/MacOS/Notion Helper (Renderer) --type=renderer --user-data-dir=/Users/goos/Library/Application Support/Notion --app-path=/Applications/Notion.app/Contents/Resources/app.asar --enable-sandbox --lang=ko --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=7 --time-ticks-at-unix-epoch=-1787884381749240 --launch-time-ticks=71171858 --shared-files --field-trial-handle=1718379636,r,6346288271765520623,3093726770137132145,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,MacCatapLoopbackAudioForScreenShare,PdfUseShowSaveFilePicker,ScreenCaptureKitPickerScreen,ScreenCaptureKitStreamPickerSonoma --disable-features=DropInputEventsWhilePaintHolding,LocalNetworkAccessChecks,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TimeoutHangingVideoCaptureStarts,TraceSiteInstanceGetProcessCreation --variations-seed-version --pseudonymization-salt-handle=1935764596,r,7440946758653405362,14396339796538322756,4 --trace-process-track-uuid=3190708992871164437 --seatbelt-client=71
 5801     1 Fri Aug 28 11:34:14 2026     07-06:45:34 /Applications/Plaud.app/Contents/Frameworks/Electron Framework.framework/Helpers/chrome_crashpad_handler --no-rate-limit --monitor-self-annotation=ptype=crashpad-handler --database=/Users/goos/Library/Application Support/Plaud/logs/crashDumps --annotation=_productName=plaud-desktop --annotation=_version=1.3.7 --annotation=plat=OS X --annotation=prod=Electron --annotation=ver=36.7.4 --handshake-fd=19
 5802   692 Fri Aug 28 11:34:14 2026     07-06:45:34 /Applications/Plaud.app/Contents/Frameworks/Plaud Helper (GPU).app/Contents/MacOS/Plaud Helper (GPU) --type=gpu-process --user-data-dir=/Users/goos/Library/Application Support/Plaud --gpu-preferences=UAAAAAAAAAAgAAAEAAAAAAAAAAAAAAAAAABgAAMAAAAAAAAAAAAAAAAAAAACAAAAAAAAAAAAAAAAAAAAAAAAABAAAAAAAAAAEAAAAAAAAAAIAAAAAAAAAAgAAAAAAAAA --shared-files --field-trial-handle=1718379636,r,11995574505662122455,5646419312917579154,262144 --enable-features=PdfUseShowSaveFilePicker,ScreenCaptureKitPickerScreen,ScreenCaptureKitStreamPickerSonoma --disable-features=MacWebContentsOcclusion,SpareRendererForSitePerProcess,TimeoutHangingVideoCaptureStarts --variations-seed-version --seatbelt-client=34
 5803   692 Fri Aug 28 11:34:14 2026     07-06:45:34 /Applications/Plaud.app/Contents/Frameworks/Plaud Helper.app/Contents/MacOS/Plaud Helper --type=utility --utility-sub-type=network.mojom.NetworkService --lang=ko --service-sandbox-type=network --user-data-dir=/Users/goos/Library/Application Support/Plaud --shared-files --field-trial-handle=1718379636,r,11995574505662122455,5646419312917579154,262144 --enable-features=PdfUseShowSaveFilePicker,ScreenCaptureKitPickerScreen,ScreenCaptureKitStreamPickerSonoma --disable-features=MacWebContentsOcclusion,SpareRendererForSitePerProcess,TimeoutHangingVideoCaptureStarts --variations-seed-version --seatbelt-client=34
 5806     1 Fri Aug 28 11:34:14 2026     07-06:45:34 /bin/bash /Users/goos/actions-runner-modu-ai/run.sh
 5811     1 Fri Aug 28 11:34:14 2026     07-06:45:34 /bin/bash /Users/goos/actions-runner-modu-ai-2/runsvc.sh
 5812     1 Fri Aug 28 11:34:14 2026     07-06:45:34 /Users/goos/Library/Application Support/iStat Menus 7 (Setapp)/iStat Menus Menubar.app/Contents/MacOS/iStat Menus Menubar
 5813     1 Fri Aug 28 11:34:14 2026     07-06:45:34 com.macpaw.CleanMyMac-setapp.Menu
 5816     1 Fri Aug 28 11:34:14 2026     07-06:45:34 /System/Library/CoreServices/Siri.app/Contents/MacOS/Siri launchd
 5817     1 Fri Aug 28 11:34:14 2026     07-06:45:34 /Library/Application Support/Logitech.localized/LogiRightSightForWebcams/LogiRightSight.app/Contents/MacOS/LogiRightSight
 5819     1 Fri Aug 28 11:34:14 2026     07-06:45:34 Contents/Resources/ChatGPTHelper
 5821     1 Fri Aug 28 11:34:14 2026     07-06:45:34 /System/Library/PrivateFrameworks/AskPermission.framework/Versions/A/Resources/askpermissiond
 5823     1 Fri Aug 28 11:34:14 2026     07-06:45:34 /Library/Application Support/Logitech.localized/LogiOptionsPlus/logioptionsplus_agent.app/Contents/MacOS/logioptionsplus_agent --launchd
 5824     1 Fri Aug 28 11:34:14 2026     07-06:45:34 /System/Library/CoreServices/AirPlayUIAgent.app/Contents/MacOS/AirPlayUIAgent --launchd
 5825     1 Fri Aug 28 11:34:14 2026     07-06:45:34 /Users/goos/Library/Application Support/Perplexity/PerplexityXPC.xpc/Contents/MacOS/PerplexityXPC
 5829     1 Fri Aug 28 11:34:14 2026     07-06:45:34 com.macpaw.CleanMyMac-setapp.HealthMonitor
 5832     1 Fri Aug 28 11:34:14 2026     07-06:45:34 /System/Library/CoreServices/diagnostics_agent
 5833     1 Fri Aug 28 11:34:14 2026     07-06:45:34 /Users/goos/Library/Application Support/Setapp/LaunchAgents/SetappLauncher.app/Contents/MacOS/SetappLauncher -xpcServer
 5834     1 Fri Aug 28 11:34:14 2026     07-06:45:34 /System/Library/CoreServices/TextInputMenuAgent.app/Contents/MacOS/TextInputMenuAgent
 5835     1 Fri Aug 28 11:34:14 2026     07-06:45:34 /Users/goos/Library/Application Support/iStat Menus 7 (Setapp)/iStat Menus Helper.app/Contents/MacOS/iStat Menus Helper
 5838     1 Fri Aug 28 11:34:14 2026     07-06:45:34 /System/Library/Frameworks/CryptoTokenKit.framework/ctkahp.bundle/Contents/MacOS/ctkahp -d
 5839     1 Fri Aug 28 11:34:15 2026     07-06:45:33 /System/Library/CoreServices/TextInputSwitcher.app/Contents/MacOS/TextInputSwitcher
 5841  5811 Fri Aug 28 11:34:15 2026     07-06:45:33 ./externals/node20/bin/node ./bin/RunnerService.js
 5842     1 Fri Aug 28 11:34:15 2026     07-06:45:33 /System/Library/Frameworks/NetFS.framework/Versions/A/XPCServices/PlugInLibraryService.xpc/Contents/MacOS/PlugInLibraryService
 5847     1 Fri Aug 28 11:34:15 2026     07-06:45:33 /Applications/Raycast.app/Contents/MacOS/Raycast
 5864     1 Fri Aug 28 11:34:15 2026     07-06:45:33 /System/Library/CoreServices/Siri.app/Contents/XPCServices/SiriNCService.xpc/Contents/MacOS/SiriNCService
 5866     1 Fri Aug 28 11:34:15 2026     07-06:45:33 /Applications/Setapp/Supercharge.app/Contents/MacOS/Supercharge
 5873     1 Fri Aug 28 11:34:15 2026     07-06:45:33 /Applications/Studio by Spotify Labs.app/Contents/MacOS/Studio by Spotify Labs --autostart
 5877     1 Fri Aug 28 11:34:15 2026     07-06:45:33 /Applications/Docker.app/Contents/MacOS/com.docker.backend --autostart
 5878   692 Fri Aug 28 11:34:15 2026     07-06:45:33 /Applications/Plaud.app/Contents/Frameworks/Plaud Helper (Renderer).app/Contents/MacOS/Plaud Helper (Renderer) --type=renderer --user-data-dir=/Users/goos/Library/Application Support/Plaud --app-path=/Applications/Plaud.app/Contents/Resources/app.asar --enable-sandbox --lang=ko --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=4 --time-ticks-at-unix-epoch=-1787884381749262 --launch-time-ticks=73849140 --shared-files --field-trial-handle=1718379636,r,11995574505662122455,5646419312917579154,262144 --enable-features=PdfUseShowSaveFilePicker,ScreenCaptureKitPickerScreen,ScreenCaptureKitStreamPickerSonoma --disable-features=MacWebContentsOcclusion,SpareRendererForSitePerProcess,TimeoutHangingVideoCaptureStarts --variations-seed-version plaud-windowName=recording-main --seatbelt-client=59
 5882     1 Fri Aug 28 11:34:15 2026     07-06:45:33 /Applications/Google Drive.app/Contents/MacOS/Google Drive --auto_restart_count=1 --first_auto_restart_timestamp=404223
 5902     1 Fri Aug 28 11:34:15 2026     07-06:45:33 /Applications/Studio by Spotify Labs.app/Contents/Frameworks/Studio by Spotify Labs Helper.app/Contents/MacOS/Studio by Spotify Labs Helper --monitor-self-annotation=ptype=crashpad-handler --type=crashpad-handler --max-uploads=5 --max-db-size=20 --max-db-age=5 --database=/Users/goos/Library/Caches/com.spotify.studio --url=https://crashdump.spotify.com:443/ --annotation=platform=macosarm64 --annotation=product=studiobyspotifylabs --annotation=version=1.2.96.152 --handshake-fd=6
 5905     1 Fri Aug 28 11:34:15 2026     07-06:45:33 /usr/libexec/assetsubscriptiond
 5906     1 Fri Aug 28 11:34:15 2026     07-06:45:33 /Applications/Magnet.app/Contents/MacOS/Magnet
 5909   692 Fri Aug 28 11:34:15 2026     07-06:45:33 /Applications/Plaud.app/Contents/Frameworks/Plaud Helper.app/Contents/MacOS/Plaud Helper --type=utility --utility-sub-type=audio.mojom.AudioService --lang=ko --service-sandbox-type=audio --message-loop-type-ui --user-data-dir=/Users/goos/Library/Application Support/Plaud --shared-files --field-trial-handle=1718379636,r,11995574505662122455,5646419312917579154,262144 --enable-features=PdfUseShowSaveFilePicker,ScreenCaptureKitPickerScreen,ScreenCaptureKitStreamPickerSonoma --disable-features=MacWebContentsOcclusion,SpareRendererForSitePerProcess,TimeoutHangingVideoCaptureStarts --variations-seed-version --seatbelt-client=59
 5911     1 Fri Aug 28 11:34:16 2026     07-06:45:32 /Applications/Setapp/CleanShot X.app/Contents/MacOS/CleanShot X Setapp
 5913  5877 Fri Aug 28 11:34:16 2026     07-06:45:32 /Applications/Docker.app/Contents/MacOS/com.docker.backend services --autostart
 5914  5877 Fri Aug 28 11:34:16 2026     07-06:45:32 /Applications/Docker.app/Contents/MacOS/com.docker.backend fork
 5916     1 Fri Aug 28 11:34:16 2026     07-06:45:32 /Applications/Adobe Acrobat DC/Adobe Acrobat.app/Contents/Helpers/AdobeResourceSynchronizer.app/Contents/MacOS/AdobeResourceSynchronizer
 5917  5873 Fri Aug 28 11:34:16 2026     07-06:45:32 /Applications/Studio by Spotify Labs.app/Contents/Frameworks/Studio by Spotify Labs Helper.app/Contents/MacOS/Studio by Spotify Labs Helper --type=gpu-process --start-stack-profiler --user-data-dir=/Users/goos/Library/Caches/com.spotify.studio --log-severity=disable --user-agent-product=Chrome/146.0.7680.179 Spotify/1.2.96.152 --gpu-preferences=SAAAAAAAAAAgAQAEAAAAAAAAAAAAAGAAAwAAAAAAAAAAAAAAAAAAAAIAAAAAAAAAAAAAAAAAAAAQAAAAAAAAABAAAAAAAAAACAAAAAAAAAAIAAAAAAAAAA== --shared-files --metrics-shmem-handle=1752395122,r,15830951897363722931,4313590102010688859,262144 --field-trial-handle=1718379636,r,17066653896551992712,9967310203878885220,262144 --disable-features=AutofillActorMode,BackForwardCache,FullscreenBubbleShowOrigin,GatherProcessRequirementMetrics,GlicActorUi,LensOverlay,MacAppCodeSignClone,PartitionAllocDanglingPtr,PartitionAllocUnretainedDanglingPtr,StorageNotificationService --variations-seed-version --pseudonymization-salt-handle=1935764596,r,16982149461682356837,5478993246968623823,4 --trace-process-track-uuid=3190708988185955192 --seatbelt-client=18
 5918  5873 Fri Aug 28 11:34:16 2026     07-06:45:32 /Applications/Studio by Spotify Labs.app/Contents/Frameworks/Studio by Spotify Labs Helper.app/Contents/MacOS/Studio by Spotify Labs Helper --type=utility --utility-sub-type=network.mojom.NetworkService --lang=ko --service-sandbox-type=network --start-stack-profiler --user-data-dir=/Users/goos/Library/Caches/com.spotify.studio --log-severity=disable --user-agent-product=Chrome/146.0.7680.179 Spotify/1.2.96.152 --shared-files --metrics-shmem-handle=1752395122,r,15042203588818848954,14838757588323027027,524288 --field-trial-handle=1718379636,r,17066653896551992712,9967310203878885220,262144 --disable-features=AutofillActorMode,BackForwardCache,FullscreenBubbleShowOrigin,GatherProcessRequirementMetrics,GlicActorUi,LensOverlay,MacAppCodeSignClone,PartitionAllocDanglingPtr,PartitionAllocUnretainedDanglingPtr,StorageNotificationService --variations-seed-version --pseudonymization-salt-handle=1935764596,r,16982149461682356837,5478993246968623823,4 --trace-process-track-uuid=3190708989122997041 --seatbelt-client=30
 5920  5873 Fri Aug 28 11:34:16 2026     07-06:45:32 /Applications/Studio by Spotify Labs.app/Contents/Frameworks/Studio by Spotify Labs Helper.app/Contents/MacOS/Studio by Spotify Labs Helper --type=utility --utility-sub-type=storage.mojom.StorageService --lang=ko --service-sandbox-type=service --user-data-dir=/Users/goos/Library/Caches/com.spotify.studio --log-severity=disable --user-agent-product=Chrome/146.0.7680.179 Spotify/1.2.96.152 --shared-files --metrics-shmem-handle=1752395122,r,12937279346456190258,6743521692707708608,524288 --field-trial-handle=1718379636,r,17066653896551992712,9967310203878885220,262144 --disable-features=AutofillActorMode,BackForwardCache,FullscreenBubbleShowOrigin,GatherProcessRequirementMetrics,GlicActorUi,LensOverlay,MacAppCodeSignClone,PartitionAllocDanglingPtr,PartitionAllocUnretainedDanglingPtr,StorageNotificationService --variations-seed-version --pseudonymization-salt-handle=1935764596,r,16982149461682356837,5478993246968623823,4 --trace-process-track-uuid=3190708990060038890 --seatbelt-client=35
 5922   692 Fri Aug 28 11:34:16 2026     07-06:45:32 /Applications/Plaud.app/Contents/Frameworks/Plaud Helper (Plugin).app/Contents/MacOS/Plaud Helper (Plugin) --type=utility --utility-sub-type=video_capture.mojom.VideoCaptureService --lang=ko --service-sandbox-type=none --message-loop-type-ui --user-data-dir=/Users/goos/Library/Application Support/Plaud --shared-files --field-trial-handle=1718379636,r,11995574505662122455,5646419312917579154,262144 --enable-features=PdfUseShowSaveFilePicker,ScreenCaptureKitPickerScreen,ScreenCaptureKitStreamPickerSonoma --disable-features=MacWebContentsOcclusion,SpareRendererForSitePerProcess,TimeoutHangingVideoCaptureStarts --variations-seed-version
 5926     1 Fri Aug 28 11:34:16 2026     07-06:45:32 /Applications/LM Studio.app/Contents/MacOS/LM Studio
 5929  5873 Fri Aug 28 11:34:16 2026     07-06:45:32 /Applications/Studio by Spotify Labs.app/Contents/Frameworks/Studio by Spotify Labs Helper (Renderer).app/Contents/MacOS/Studio by Spotify Labs Helper (Renderer) --type=renderer --user-data-dir=/Users/goos/Library/Caches/com.spotify.studio --log-severity=disable --user-agent-product=Chrome/146.0.7680.179 Spotify/1.2.96.152 --autoplay-policy=no-user-gesture-required --remote-debugging-port=8088 --enable-blink-features=DocumentPictureInPictureCefOptions --lang=ko --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=7 --time-ticks-at-unix-epoch=-1787884381749269 --launch-time-ticks=74792487 --shared-files --metrics-shmem-handle=1752395122,r,11379719966647612545,14645488482078559668,2097152 --field-trial-handle=1718379636,r,17066653896551992712,9967310203878885220,262144 --disable-features=AutofillActorMode,BackForwardCache,FullscreenBubbleShowOrigin,GatherProcessRequirementMetrics,GlicActorUi,LensOverlay,MacAppCodeSignClone,PartitionAllocDanglingPtr,PartitionAllocUnretainedDanglingPtr,StorageNotificationService --variations-seed-version --pseudonymization-salt-handle=1935764596,r,16982149461682356837,5478993246968623823,4 --trace-process-track-uuid=3190708992871164437 --seatbelt-client=134
