t339	queued	t317 반입 부채 3건 — plan.md/spec.md 본문 정확성 결함, manager-spec 재위임 필요. ■ 출처: t317(에이전트 방출 계보) 이 네 번 재확인하고 하나도 닫지 않은 채 넘긴 부채. manager-docs 소관 밖(plan.md/spec.md 본문)이라 이 카드로 분리한다. ■ D10 — plan.md §B.1 이 여전히 5행 열거이고 골든 3본이 누락돼 있다. ■ D11 — 'doctor 항목은 파일 1개에 산다'는 과잉 주장이 그대로 남아 있다. ■ D12 — golden_test.go:285 인용 span 이 그대로다. ■ 성격: 셋 다 문서 내부 기술이고 동작에 영향이 없다. 이미 이름으로 남아 있으므로 은폐된 부채는 아니다 — 다만 문서를 읽고 작업하는 다음 사람에게 틀린 지도를 준다. ■ 인용 노후화 주의: D12 같은 file:line 인용은 트리가 움직이면 가리키는 곳이 바뀐다. 착수 트리에서 인용 대상을 먼저 재측정하고, 수정한 인용에는 측정한 트리 SHA 를 함께 적을 것. 세 건 모두 착수 시점에 여전히 참인지 확인부터 할 것 — 그 사이 다른 카드가 닫았을 수 있다. Tier S.
t344	queued	예측 장부 지표가 뒤집혀 있다 — 규칙이 잘 들을수록 실패로 읽힌다. ■ 출처: t241 예측 장부 판정(lane-14)과 t333 설계(lane-17)가 독립적으로 같은 지적. ■ 형태: VC-2·VC-4·VC-5·VC-6 이 예측을 '감사 지적 0건'으로 적었는데, 규칙이 감사 층에서 잘 작동할수록 그 숫자는 올라간다 — 저작 층은 여전히 얕은 AC 를 쓰고 감사가 그걸 잡으니까. '결함이 발생했는가'와 '결함이 채택까지 살아남았는가'를 한 숫자로 재려 한 것이다. ■ 교정(lane-14 가 §A.5 에 이미 명시): 다음 장부는 예측을 채택까지 생존 건수로 쓰고, 감사 지적 수는 반대 부호의 보조 지표로 둔다. ■ 이 카드의 범위 판단 필요: lane-14 가 §A.5 교정을 이미 착지시켰으므로 이 카드는 (a) 그 교정을 장부 형식 일반으로 올릴지 (b) 이미 닫힌 것으로 볼지를 먼저 정할 것 — 착수 전 §A.5 현재 문면을 읽고 판정할 것. ■ t333 겹침: 발현 기대치 설계에 같은 뒤집힘 방지가 제약으로 들어가 있다(lane-17). 중복 작업 방지를 위해 착수 전 t333 진행 상태 확인할 것. Tier S.
t345	queued	정책 층 규칙이 실제로 인용되고 적용되는지를 무엇이 확인하는가 — 규칙에는 실행 기록이 없다. ■ 출처: t241 예측 장부 판정(lane-14, 2026-08-27)의 후속 후보 C5. t333(lane-17)이 이 항목을 산출물에 넣지 않고 Out of Scope 에 이름만 싣기로 확정했으므로 주인이 없다. ■ 직접 근거: t241 이 verification-completeness 규칙(착지 7f5b6a947)의 예측 장부 여섯 행을 판정했고 전부 false 였다. 다만 false 는 '규칙이 아무 일도 안 했다'가 아니다 — 같은 코퍼스에서 감사들이 규칙을 파일명·절 번호로 인용하고 뮤턴트를 이름으로 지목해 죽이고 비공허성을 계수로 증명한다. 감사 층은 규칙을 흡수했고 저작 층은 아직이다. 그런데 그 판정을 하려면 사람이 코퍼스를 손으로 열어 세야 했다. ■ t333 과 기전이 다른 이유(lane-17 판단): 워크플로에는 실행 기록이 있어 gh run list 로 발현을 물을 수 있지만, 규칙에는 그런 기록이 없다. 이벤트 이력 축의 도구가 그대로 오지 않는다. ■ 이 카드가 정할 것: (a) 정책 층 규칙의 발현을 무엇으로 관측하는가 — 인용 계수인지, 감사 산출물 내 참조인지, 저작 층 적용 흔적인지 (b) 그 관측이 감사 층 흡수와 저작 층 미흡수를 구분하는가 (c) 관측 자체가 사람이 손으로 여는 것보다 싼가. ■ 주의 둘: (1) 이 관측기 자신이 t241 의 대상이다. (2) 지표 방향에 주의 — '감사 지적 0건' 형태는 규칙이 감사 층에서 잘 들을수록 올라간다(t344 가 그 결함을 다룬다). 발생과 채택까지 생존을 갈라 재는 것이 시작점이다. ■ 코퍼스 함정: git log --since 는 committer date 를 보므로 리베이스가 앞선 문서를 창 안으로 밀어넣는다. t241 판정에서 실제로 5건이 잘못 들어왔고 그중 하나는 규칙의 원천 관측이었다 — 규칙의 입력을 규칙의 성적표로 쓸 뻔했다. Tier M.
t347	queued	t333 의 분류/상태 모델을 sub-SPEC 으로 분리한다 — 상태표로 작성할 것. ■ 출처: SPEC-GUARD-LIVENESS-001 plan-audit 3회(iter1 PASS-WITH-DEBT 0.800 → iter2 0.800 → iter3 FAIL 0.667 STOP). 운영자 판정 = 범위 축소(4차 override 미부여). ■ 분리 근거: 세 iteration 의 어려운 결함이 전부 이 한 가족으로 모였다 — D2·D5·N2·T2·T4. 그리고 매 수리가 결함을 닫지 않고 옮겼다(D2·D5 → N2 → T2). 표면화 모델(REQ-011·013·014·015)은 수렴했으므로 t333 에 잔류한다. ■ 이 SPEC 이 가져가는 것: REQ-GDL-004·007·008·009 와 그 기준. ■ 미해결 핵심 둘. T2 — 트리거가 정의되는 바로 그 분류에 대해 두 요구사항이 모순이다. 구현 이전에 문면으로 풀어야 한다. N2 잔여 — forge 조회가 에러를 내는 항목에 admissible 분류가 없다(가장 흔한 저하 실행이다). 그리고 수용 기준이 요구사항이 금지하는 분류를 전제한다. 양방향 전체성 주장이 한 방향에서 by-construction 시험에 실패한다. ■ [HARD] 산문이 아니라 상태표로 작성한다. 산문이었기 때문에 다섯 값이 최소 여섯 상태를 덮는다는 것을 세 라운드 동안 아무도 못 봤다. 상태표에는 '어느 마일스톤이 이 칸을 뒤집는가' 열을 둘 것 — t333 N5 가 합집합은 만족하는데 배정이 틀린 형태였고(M1 이 AC-GDL-015 를 뒤집을 수 없었다) 합집합 세기로는 구조적으로 못 잡는다. ■ 이음매 계약: t333 표면화 모델의 트리거가 이 SPEC 의 어휘 위에 정의된다('OK 이외로 분류된 항목'). t333 은 소비하는 최소 계약만 선언하고(항목은 분류를 갖고, 정확히 한 값이 '보고할 것 없음'을 뜻하며, 트리거는 그 외 전부에 발화) 값 집합과 결정 방법은 이 SPEC 소관이다. t333 이 다섯 값을 다시 나열하면 이음매가 가짜이고 아무것도 안 쪼갠 것이다. ■ 분할 시점 판정 요구: 세 감사가 모두 물었는데 아무도 답하지 않은 것 — 무위 요구가 있는가. 어느 SPEC 에도 안 들어가는 요구가 있으면 그게 답이다. Tier S~M.
t348	queued	AC 계수 규약이 기존 인용 파일을 조용히 지나친다 — 네이티브 접두사 선언 문법이 필요하다. ■ 출처: t338(AC 개수 과다 계상) plan 단계, lane-9. t338 은 규약만 만들고 소급하지 않는다(완료 SPEC 122건을 고쳐도 미래 계수는 안 바뀌고 착지 산출물만 재작성된다 — 운영자 판정). ■ 이 카드가 다루는 것: 규약 도입 후에도 기존 인용 파일 34건은 예약 토큰이 하나도 없어 전부 live 로 세어진다. ambiguous 는 부분 표시라 정지하지 않는다 — 조용히 과다 계상된다. ■ 단서 ①: 그때까지 34건이 계속 틀린 수를 낸다. 규약 착지가 이 축을 닫지 않는다는 것을 명시할 것. ■ 단서 ②: 인용 축 156건은 상한이다. 정당한 다도메인 SPEC(AC-APO-* + AC-DCP- 같은 형태)이 같은 모양으로 읽히며 아직 분리되지 않았다. 실측 없이 156을 결함 수로 인용하지 말 것. ■ 기제: 기존 파일까지 시끄럽게 만들려면 접두사 단위 정지(접두사 2개 이상 + 예약 토큰 0 → 정지)가 필요한데, 그러면 정당한 다도메인 SPEC 까지 정지시킨다. 그것을 푸는 경로가 네이티브 접두사 선언이라는 새 문법이고, t338 에 넣으면 규약과 새 문법이 한 판정에 묶이므로 분리했다. ■ 설계 제약(t338 에서 확립): 자연어 어휘를 읽는 판별기는 양방향으로 불건전하다 — 폐기를 주제로 다루는 SPEC 의 살아 있는 기준을 낱말 때문에 유령으로 분류한 오탐 7건이 실측됐다(파일 3건 통째). 판별기는 산문이 우연히 만들 수 없는 예약 토큰에 걸려야 한다. ■ 주의: 이 정지 기제 자신이 t241 의 대상이다. 정지가 실제로 발화하는 것과 정당한 다도메인 SPEC 이 정지하지 않는 것을 둘 다 관측하기 전까지 미완성이다 — 한쪽만 보면 끈 것과 구별되지 않는다. Tier M.
t353	queued	[t342 연기분 — Q0=C 결정] REQ-MRG-010 · AC-MRG-013(R4 형태 lint 예외 — 측정 지시문 + 값 강등)을 t342 범위에서 제외했다. 사유: spec.md §B.7 이 독립 프로브 2개로 42개 후보 중 적용 대상 0건을 실측 — R4 가 하루 된 형식이라 코퍼스에 아직 그 형태가 없다. 지금 구현하면 이득 0에 D11 우회 위험 전부를 감수하고 합성 픽스처로만 검증하게 된다. 재개 조건: R4 형태가 코퍼스에 실제로 관측되는 시점. 그때 imperative 구조 키잉으로 구현할 것 — 커맨드 토큰 키잉은 [HARD] 금지(iter-1 감사가 fetch 동사 키잉이 13개 기준 전부 통과하면서 실제 결함의 76/117 을 침묵시키는 것을 실측). 근거: SPEC-MOVING-REF-GUARD-001 §H Q0 disposition, .moai/reports/t342/verdict.md
t359	queued	[t331 분할 B — 착지 증거 컬럼 스키마] items 테이블에 착지 증거 컬럼을 추가한다(ALTER TABLE ADD COLUMN). t331 이 요구 26개로 Tier L 상한 25 도 넘어 운영자 판정으로 분할했고, 이쪽이 큰 절반이다. ■ 선행: t331-A(LandedRef 수정 + F6 가드)가 먼저 착지해야 한다 — 판별식이 옳아진 뒤에 증거를 저장해야 의미가 있다. ■ plan-audit iter-1 이 지목한 재설계 2건을 먼저 해소할 것: D1 — 저장 방식 이탈 근거가 오귀속이었다. REQ-TODO-013 실제 문면(SPEC-KANBAN-TODO-CLI-001/spec.md:59)은 'additive-only 변경'이지 '필드 집합 동결'이 아니고, 인용된 'no per-item field may ever be added' 는 §E 범위 선언에 붙은 코드 주석 해설이다. 완료된 SPEC-TODO-ANALYSIS-001/spec.md:51 이 반대로 판정한 기록도 미조정. 결론을 유지하려면 실제 문면 위에 근거를 다시 세우고, 문면이 ADD COLUMN 을 허용하면 설계를 바꿀 것. D2 — 상태표 C4/C5 가 todo pr 에 관측 커밋 SHA 표시를 요구하는데 완료된 SPEC-KANBAN-QUEUE-PR-SYNC-001 REQ-1.10 이 명시 금지하고 코드 3곳에서 강제한다. 완료 SPEC 의 요구를 조용히 뒤집을 수 없다. ■ [HARD] 착지 필드는 증거이지 자동 상태 전이가 아니다 — todo.md 가 큐 변경을 운영자 전용으로 못박으므로 기계가 카드를 닫으면 안 된다. 명시 비목표로 적을 것. ■ state 에 네 번째 값(landed) 추가 금지 — CHECK 제약이라 필드의 모든 운영자 큐에서 테이블 재구축이 필요하다. ■ 근거: .moai/reports/t331/plan-audit.md
t360	queued	[t350 이 드러낸 선재 결함] GLM effort 키잉이 슬롯과 어긋난다 — 웹 콘솔은 티어별로 잠그는데 전송·표시는 High 슬롯 하나로 키잉한다. ■ 실측(lane-5, 2026-08-28, tree c6aa61346): reasoning 소비 지점 3곳이 전부 High 고정 — internal/web/agentfm.go:314 ResolveGLMReasoningForModel(llm.GLM.Models.High, ...) · internal/cli/model.go:117 동일 · internal/cli/launcher.go:1207 glmReasoningEnvVarsForModel(glmHighModel, effort). 반면 웹 콘솔 잠금은 티어별 — internal/web/assets/app.js:490-497 이 modelSel.name 에서 티어를 잘라내 그 슬롯의 값이 glm-5.3-flash 일 때만 max 외 옵션을 disabled 한다. ■ 결과: flash 가 아닌 슬롯에서는 UI 잠금이 풀려 사용자가 effort.<tier>=low 를 저장할 수 있지만, 전송은 High 슬롯 모델로 키잉되므로 그 값이 조용히 버려진다. resolveGLMMainSessionEffort(glm.go:933) → glmReasoningEnvVarsForModel 경로. ■ 지금까지 안 드러난 이유: 모든 슬롯이 glm-5.3-flash 라 티어별 UI 잠금과 High 슬롯 전송 키잉이 우연히 일치했다. t350(Fable 슬롯만 glm-5.3 으로 분리)이 그 우연을 깬다. ■ 범위: 전송·표시 키잉을 해당 세션 모델이 실제로 서는 슬롯 기준으로 교정. launcher/web 범위이고 기존 테스트 기대값이 움직인다. ■ 완료 조건: 슬롯별로 저장한 effort 가 실제 전송값과 일치함을 관측할 것 — 불일치를 심어 RED 를 세운 뒤 채택. 근거: .moai/reports/t350/discovery.md
t361	queued	deferred-scan opt-out 이 패키지 경계를 못 넘어 다른 패키지 테스트에서 고아 goroutine 이 남는다 — develop CI 레드 1건의 기제. ■ 관측(리드 2026-08-28, 조용한 head 48d8ef4be, CI run 33175578950): TestBinaryLag_OneSeamServesBothSurfaces(internal/cli)가 Test(ubuntu)와 Race Test 두 잡 모두에서 실패. 메시지는 단언 실패가 아니라 정리 실패다 — testing.go:1464 TempDir RemoveAll cleanup: unlinkat /tmp/TestBinaryLag.../001/.moai/state: directory not empty. ■ 귀속 근거 4단: (1) internal/cli/binary_lag_test.go 는 직전 head c6aa61346 이후 변경 0 (2) 그 구간 Go 변경은 전부 t333 — internal/guardliveness 신규 13파일 + internal/hook/session_start.go +27줄 + session_start_guard_liveness.go 신규 (3) t333 이 Handle 최상단에 guardLivenessRefresh 를 넣었고 주석이 The refresh is never awaited 라고 명시, 그 store 는 os.MkdirAll 로 상태 트리에 쓴다 — 실패가 지목한 .moai/state 가 그 경로다 (4) 직전 head c6aa61346 에서 Test(ubuntu)는 success 였다, 즉 이 테스트는 그때 통과했다. ■ 기제(가설, 재현 필요): t333 은 위험을 알고 가드를 뒀다 — deferredScansAsyncEnabled() 가 false 면 인라인 실행. 그러나 그 스위치를 끄는 곳은 internal/hook/main_test.go 의 TestMain 하나뿐이고 deferredScansAsync 는 internal/hook 의 미노출 변수다. 깨진 테스트는 internal/cli 에 있어 다른 패키지이므로 스위치에 손이 닿지 않는다. 가드가 자기 패키지 안에서만 듣는 형태. ■ 선례도 같은 사각을 갖는다: session_start_binary_lag.go:54 에 동일 형태가 이미 있고 t333 주석이 matching the binary-lag contributor on this surface and for the same reason 이라 적었다 — 선례를 충실히 복제했는데 선례의 사각도 함께 복제됐다. 즉 t333 단독 결함이 아니라 이 seam 의 일반형이다. ■ 착수 순서 [HARD]: 먼저 재현이다. 위 귀속은 강하지만 심어보지 않은 추론이고, 재현 없이는 확정된 결함이 아니다. internal/cli 에서 그 테스트를 돌려 고아 writer 가 실제로 .moai/state 에 쓰는 것을 관측할 것. ■ 수리 방향 둘 중 하나를 정할 것: (a) 스위치를 패키지 밖에서도 닿게 한다 — 미노출 var 대신 노출된 testing seam 이나 환경 변수 (b) 쓰기가 테스트 경계를 넘지 않게 한다 — refresh 를 대기하거나 sink 를 주입 가능하게. (a)는 모든 호출 패키지가 각자 끄기를 기억해야 해서 같은 사각이 세 번째로 복제될 수 있으니, 그 점을 판정에 넣을 것. ■ 회귀 시험 [HARD]: 뮤테이션으로 세울 것 — 스위치를 되돌리면 다시 RED 가 되는지 관측하고, 두 잡 모두에서 재현되는지 확인한다. 이 테스트는 Race 전용이 아니라 두 잡 모두에서 깨졌으므로 경합 전용으로 읽으면 안 된다. ■ 함께 볼 것: t352(t.TempDir 정리 경합 계열)와 형태가 같다. 같은 계열이면 t352 로 흡수할지 먼저 판정할 것. ■ 별건: 같은 실행의 TestConcurrencyStress(internal/kanban, 1/48 adds failed under contention, Race 전용)는 t354 소관이다 — 이 카드 범위 아님. Tier S~M.
t363	queued	concurrency.group 이 github.ref 키라 같은 head 의 push 런과 PR 런이 서로를 취소하지 못한다 — 이중 런의 진짜 원인. ■ 출처: t294(lane-6) plan 단계에서 카드 인과가 반증되며 드러난 별건. 운영자 판정 2026-08-30: 별도 카드 발행, t294 는 A축(graph-freshness 브랜치 필터)만 수행. ■ 반증된 것: pull_request 의 branches 는 PR 의 base 를 거르지 head 를 거르지 않는다. 저장소 양방향 실측 — ci.yml 필터가 main 인데 head 가 WT-glm-settings-persist 인 PR 에서 CI 가 발화했고(head 를 걸렀다면 불가능), base=develop 인 PR #1677 에서는 CI 가 목록에 없다(base 를 걸러냄). 따라서 develop→main PR 은 base 가 main 이라 어떤 필터에서도 PR 런이 뜨고, 필터 명시로는 이중 발화가 닫히지 않는다. ■ 진짜 기제: concurrency.group 이 workflow-github.ref 인데 push 는 refs/heads/develop, PR 은 refs/pull/N/merge 라 키가 달라 cancel-in-progress 가 상대를 취소하지 못한다. graph-freshness 고유 문제가 아니라 push 에 develop 이 들어간 워크플로 전부의 모양이다. ■ 후보 조치: concurrency.group 을 head SHA 로 재키잉. 다만 그러면 push 런이 브랜치보호 필수 PR 런을 취소해 cancelled 로 남길 위험이 있고 그 위험은 미측정이다. 재키잉 전에 그것부터 재라. ■ 대가 비교: 지금 상태의 대가는 릴리스 때 develop→main PR 당 중복 런 1건이다. 재키잉의 대가가 그보다 크면 하지 않는 것이 맞다. ■ 함께 물려받을 관측: PR 브랜치 필터가 없는 워크플로가 저장소 18개 중 일곱이다 — graph-freshness, lsel-leak-guard, spec-lint, docs-i18n-check, claude, community, spec-status-auto-sync. 뒤의 셋은 봇·자동화 워크플로라 무필터가 의도일 수 있어 리드가 결함으로 세지 않았다. 재보지 않은 것이지 건전하다고 판정한 것이 아니다. ■ 회귀: 실행 기반 확인은 develop 대상 PR 을 실제로 열어 발화 횟수를 세는 것이고, 카드 브랜치 push 는 CI-inert 라 그것으로는 관측할 수 없다. Tier S.
