path	work_md5	head_blob_md5	verdict
/Users/goos/MoAI/moai-adk-go	437834679fcc2435761e264cec2ffc15	437834679fcc2435761e264cec2ffc15	CLEAN_MATCHES_HEAD
/Users/goos/MoAI/moai-adk-go/.claude/worktrees/agent-a2e81b36e7e5646c7	9c97083901fa937ad2200c065516c218	9c97083901fa937ad2200c065516c218	CLEAN_MATCHES_HEAD
/Users/goos/MoAI/moai-adk-go/.claude/worktrees/agent-af39f39d9c430af36	9c97083901fa937ad2200c065516c218	9c97083901fa937ad2200c065516c218	CLEAN_MATCHES_HEAD
/Users/goos/MoAI/moai-adk-go/.claude/worktrees/develop	568a3d3a32a360731d1d02f686f27d24	568a3d3a32a360731d1d02f686f27d24	CLEAN_MATCHES_HEAD
/Users/goos/MoAI/moai-adk-go/.claude/worktrees/release-v310	0f194c9db09dcfd7ad43302ec4c92b0e	0f194c9db09dcfd7ad43302ec4c92b0e	CLEAN_MATCHES_HEAD
/Users/goos/MoAI/moai-adk-go/.claude/worktrees/release-v311	d9c2ea63c868a4b1caa5b479790e72d1	d9c2ea63c868a4b1caa5b479790e72d1	CLEAN_MATCHES_HEAD
/Users/goos/MoAI/moai-adk-go/.claude/worktrees/release-v313	d9c2ea63c868a4b1caa5b479790e72d1	d9c2ea63c868a4b1caa5b479790e72d1	CLEAN_MATCHES_HEAD
/Users/goos/MoAI/moai-adk-go/.claude/worktrees/release-v314	437834679fcc2435761e264cec2ffc15	437834679fcc2435761e264cec2ffc15	CLEAN_MATCHES_HEAD
/Users/goos/MoAI/moai-adk-go/.claude/worktrees/t143	9c97083901fa937ad2200c065516c218	9c97083901fa937ad2200c065516c218	CLEAN_MATCHES_HEAD
/Users/goos/MoAI/moai-adk-go/.claude/worktrees/t191	3d4e7057d1e3d536a6d598825a6d08ce	3d4e7057d1e3d536a6d598825a6d08ce	CLEAN_MATCHES_HEAD
/Users/goos/MoAI/moai-adk-go/.claude/worktrees/t216	568a3d3a32a360731d1d02f686f27d24	568a3d3a32a360731d1d02f686f27d24	CLEAN_MATCHES_HEAD
/Users/goos/MoAI/moai-adk-go/.claude/worktrees/t236	c58ff4b1b7d6fdb067d879a7655d576e	c58ff4b1b7d6fdb067d879a7655d576e	CLEAN_MATCHES_HEAD
/Users/goos/MoAI/moai-adk-go/.claude/worktrees/t237	568a3d3a32a360731d1d02f686f27d24	568a3d3a32a360731d1d02f686f27d24	CLEAN_MATCHES_HEAD
/Users/goos/MoAI/moai-adk-go/.claude/worktrees/t239	c58ff4b1b7d6fdb067d879a7655d576e	c58ff4b1b7d6fdb067d879a7655d576e	CLEAN_MATCHES_HEAD
/Users/goos/MoAI/moai-adk-go/.claude/worktrees/t247	c58ff4b1b7d6fdb067d879a7655d576e	c58ff4b1b7d6fdb067d879a7655d576e	CLEAN_MATCHES_HEAD
/Users/goos/MoAI/moai-adk-go/.claude/worktrees/t252	c58ff4b1b7d6fdb067d879a7655d576e	c58ff4b1b7d6fdb067d879a7655d576e	CLEAN_MATCHES_HEAD
/Users/goos/MoAI/moai-adk-go/.claude/worktrees/t264	c58ff4b1b7d6fdb067d879a7655d576e	c58ff4b1b7d6fdb067d879a7655d576e	CLEAN_MATCHES_HEAD
/Users/goos/MoAI/moai-adk-go/.claude/worktrees/t267	437834679fcc2435761e264cec2ffc15	437834679fcc2435761e264cec2ffc15	CLEAN_MATCHES_HEAD
/Users/goos/MoAI/moai-adk-go/.claude/worktrees/t278	437834679fcc2435761e264cec2ffc15	437834679fcc2435761e264cec2ffc15	CLEAN_MATCHES_HEAD
/Users/goos/MoAI/moai-adk-go/.claude/worktrees/t280	c58ff4b1b7d6fdb067d879a7655d576e	c58ff4b1b7d6fdb067d879a7655d576e	CLEAN_MATCHES_HEAD
/Users/goos/MoAI/moai-adk-go/.claude/worktrees/t289	0f9a934d39767e5191db3345f99ba9b4	0f9a934d39767e5191db3345f99ba9b4	CLEAN_MATCHES_HEAD
/Users/goos/MoAI/moai-adk-go/.claude/worktrees/t300	3d4e7057d1e3d536a6d598825a6d08ce	3d4e7057d1e3d536a6d598825a6d08ce	CLEAN_MATCHES_HEAD
/Users/goos/MoAI/moai-adk-go/.claude/worktrees/t302	3d4e7057d1e3d536a6d598825a6d08ce	3d4e7057d1e3d536a6d598825a6d08ce	CLEAN_MATCHES_HEAD
/Users/goos/MoAI/moai-adk-go/.claude/worktrees/t304	c58ff4b1b7d6fdb067d879a7655d576e	c58ff4b1b7d6fdb067d879a7655d576e	CLEAN_MATCHES_HEAD
/Users/goos/MoAI/moai-adk-go/.claude/worktrees/t312	437834679fcc2435761e264cec2ffc15	437834679fcc2435761e264cec2ffc15	CLEAN_MATCHES_HEAD
/Users/goos/MoAI/moai-adk-go/.claude/worktrees/t315	568a3d3a32a360731d1d02f686f27d24	568a3d3a32a360731d1d02f686f27d24	CLEAN_MATCHES_HEAD
/Users/goos/MoAI/moai-adk-go/.claude/worktrees/t319	c58ff4b1b7d6fdb067d879a7655d576e	c58ff4b1b7d6fdb067d879a7655d576e	CLEAN_MATCHES_HEAD
/Users/goos/MoAI/moai-adk-go/.claude/worktrees/t323	c58ff4b1b7d6fdb067d879a7655d576e	c58ff4b1b7d6fdb067d879a7655d576e	CLEAN_MATCHES_HEAD
/Users/goos/MoAI/moai-adk-go/.claude/worktrees/t334	4f455d9425a396d38c202f2614bc918f	437834679fcc2435761e264cec2ffc15	DIRTY_VS_HEAD
/Users/goos/MoAI/moai-adk-go/.claude/worktrees/t339	3d4e7057d1e3d536a6d598825a6d08ce	3d4e7057d1e3d536a6d598825a6d08ce	CLEAN_MATCHES_HEAD
/Users/goos/MoAI/moai-adk-go/.claude/worktrees/t345	3d4e7057d1e3d536a6d598825a6d08ce	3d4e7057d1e3d536a6d598825a6d08ce	CLEAN_MATCHES_HEAD
/Users/goos/MoAI/moai-adk-go/.claude/worktrees/t348	3d4e7057d1e3d536a6d598825a6d08ce	3d4e7057d1e3d536a6d598825a6d08ce	CLEAN_MATCHES_HEAD
/Users/goos/MoAI/moai-adk-go/.claude/worktrees/t353	3d4e7057d1e3d536a6d598825a6d08ce	3d4e7057d1e3d536a6d598825a6d08ce	CLEAN_MATCHES_HEAD
/Users/goos/MoAI/moai-adk-go/.claude/worktrees/t359	c58ff4b1b7d6fdb067d879a7655d576e	c58ff4b1b7d6fdb067d879a7655d576e	CLEAN_MATCHES_HEAD
/Users/goos/MoAI/moai-adk-go/.claude/worktrees/t361	437834679fcc2435761e264cec2ffc15	437834679fcc2435761e264cec2ffc15	CLEAN_MATCHES_HEAD
/Users/goos/MoAI/moai-adk-go/.claude/worktrees/t363	c58ff4b1b7d6fdb067d879a7655d576e	c58ff4b1b7d6fdb067d879a7655d576e	CLEAN_MATCHES_HEAD
/Users/goos/MoAI/moai-adk-go/.claude/worktrees/t367	3d4e7057d1e3d536a6d598825a6d08ce	3d4e7057d1e3d536a6d598825a6d08ce	CLEAN_MATCHES_HEAD
/Users/goos/MoAI/moai-adk-go/.claude/worktrees/t371	c58ff4b1b7d6fdb067d879a7655d576e	c58ff4b1b7d6fdb067d879a7655d576e	CLEAN_MATCHES_HEAD
/Users/goos/MoAI/moai-adk-go/.claude/worktrees/t389	c58ff4b1b7d6fdb067d879a7655d576e	c58ff4b1b7d6fdb067d879a7655d576e	CLEAN_MATCHES_HEAD
/Users/goos/MoAI/moai-adk-go/.claude/worktrees/t395	c58ff4b1b7d6fdb067d879a7655d576e	c58ff4b1b7d6fdb067d879a7655d576e	CLEAN_MATCHES_HEAD
/Users/goos/MoAI/moai-adk-go/.claude/worktrees/t398	c58ff4b1b7d6fdb067d879a7655d576e	c58ff4b1b7d6fdb067d879a7655d576e	CLEAN_MATCHES_HEAD
/Users/goos/MoAI/moai-adk-go/.claude/worktrees/t401	c58ff4b1b7d6fdb067d879a7655d576e	c58ff4b1b7d6fdb067d879a7655d576e	CLEAN_MATCHES_HEAD
/Users/goos/MoAI/moai-adk-go/.claude/worktrees/t408	c58ff4b1b7d6fdb067d879a7655d576e	c58ff4b1b7d6fdb067d879a7655d576e	CLEAN_MATCHES_HEAD
/Users/goos/MoAI/moai-adk-go/.claude/worktrees/t410	568a3d3a32a360731d1d02f686f27d24	568a3d3a32a360731d1d02f686f27d24	CLEAN_MATCHES_HEAD
/Users/goos/MoAI/moai-adk-go/.claude/worktrees/t436	3d4e7057d1e3d536a6d598825a6d08ce	3d4e7057d1e3d536a6d598825a6d08ce	CLEAN_MATCHES_HEAD
/Users/goos/MoAI/moai-adk-go/.claude/worktrees/t438	3d4e7057d1e3d536a6d598825a6d08ce	3d4e7057d1e3d536a6d598825a6d08ce	CLEAN_MATCHES_HEAD
/Users/goos/MoAI/moai-adk-go/.claude/worktrees/t439	c58ff4b1b7d6fdb067d879a7655d576e	c58ff4b1b7d6fdb067d879a7655d576e	CLEAN_MATCHES_HEAD
/Users/goos/MoAI/moai-adk-go/.claude/worktrees/t441	c58ff4b1b7d6fdb067d879a7655d576e	c58ff4b1b7d6fdb067d879a7655d576e	CLEAN_MATCHES_HEAD
/Users/goos/MoAI/moai-adk-go/.claude/worktrees/t447	3d4e7057d1e3d536a6d598825a6d08ce	3d4e7057d1e3d536a6d598825a6d08ce	CLEAN_MATCHES_HEAD
/Users/goos/MoAI/moai-adk-go/.claude/worktrees/t448	568a3d3a32a360731d1d02f686f27d24	568a3d3a32a360731d1d02f686f27d24	CLEAN_MATCHES_HEAD
/Users/goos/MoAI/moai-adk-go/.claude/worktrees/t450	568a3d3a32a360731d1d02f686f27d24	568a3d3a32a360731d1d02f686f27d24	CLEAN_MATCHES_HEAD
/Users/goos/MoAI/moai-adk-go/.claude/worktrees/t452	568a3d3a32a360731d1d02f686f27d24	568a3d3a32a360731d1d02f686f27d24	CLEAN_MATCHES_HEAD
/Users/goos/MoAI/moai-adk-go/.claude/worktrees/t453	3d4e7057d1e3d536a6d598825a6d08ce	3d4e7057d1e3d536a6d598825a6d08ce	CLEAN_MATCHES_HEAD
/Users/goos/MoAI/moai-adk-go/.claude/worktrees/t454	3d4e7057d1e3d536a6d598825a6d08ce	3d4e7057d1e3d536a6d598825a6d08ce	CLEAN_MATCHES_HEAD
/Users/goos/MoAI/moai-adk-go/.claude/worktrees/t456	3d4e7057d1e3d536a6d598825a6d08ce	3d4e7057d1e3d536a6d598825a6d08ce	CLEAN_MATCHES_HEAD
/Users/goos/MoAI/moai-adk-go/.claude/worktrees/t457	3d4e7057d1e3d536a6d598825a6d08ce	3d4e7057d1e3d536a6d598825a6d08ce	CLEAN_MATCHES_HEAD
/Users/goos/MoAI/moai-adk-go/.claude/worktrees/t459	568a3d3a32a360731d1d02f686f27d24	568a3d3a32a360731d1d02f686f27d24	CLEAN_MATCHES_HEAD
/Users/goos/MoAI/moai-adk-go/.claude/worktrees/t464	568a3d3a32a360731d1d02f686f27d24	568a3d3a32a360731d1d02f686f27d24	CLEAN_MATCHES_HEAD
/Users/goos/MoAI/moai-adk-go/.claude/worktrees/t466	568a3d3a32a360731d1d02f686f27d24	568a3d3a32a360731d1d02f686f27d24	CLEAN_MATCHES_HEAD
/Users/goos/MoAI/moai-adk-go/.claude/worktrees/t467	568a3d3a32a360731d1d02f686f27d24	568a3d3a32a360731d1d02f686f27d24	CLEAN_MATCHES_HEAD
/Users/goos/MoAI/moai-adk-go/.claude/worktrees/t468	3d4e7057d1e3d536a6d598825a6d08ce	3d4e7057d1e3d536a6d598825a6d08ce	CLEAN_MATCHES_HEAD
/Users/goos/MoAI/moai-adk-go/.claude/worktrees/t469	568a3d3a32a360731d1d02f686f27d24	568a3d3a32a360731d1d02f686f27d24	CLEAN_MATCHES_HEAD
